date,euro12,belgium,germany,ireland,greece,spain,france,italy,netherlands,austria,portugal,finland,luxembourg,euro12Mbelgium,euro12Mgermany,euro12Mireland,euro12Mgreece,euro12Mspain,euro12Mfrance,euro12Mitaly,euro12Mnetherlands,euro12Maustria,euro12Mportugal,euro12Mfinland,euro12Mluxembourg,belgiumCor,germanyCor,irelandCor,greeceCor,spainCor,franceCor,italyCor,netherlandsCor,austriaCor,portugalCor,finlandCor,luxembourgCor
1995 JAN,-0.003504698,0.013222388,-0.003029333,na,-0.009304108,-0.01659903,0.002427106,-0.02289129,0.016066134,na,0.011551387,-0.008817031,-0.000712357,-0.004173184,-0.004467034,na,-0.003401663,-0.002499106,-0.005134131,0.000521909,-0.004788188,na,-0.003778556,-0.003421025,-0.003516449,na,na,na,na,na,na,na,na,na,na,na,na
1995 APR,-0.000118799,0.025575733,0.023498228,na,-0.016581273,-0.000338706,0.006703722,-0.082130381,0.014979427,na,0.007382333,0.0274213,0.030484412,-0.001148625,-0.013265562,na,0.000192893,-0.000229903,-0.001991631,0.015548433,-0.001111173,na,-0.000261895,-0.000628586,-0.000210363,na,na,na,na,na,na,na,na,na,na,na,na
1995 JUL,0.006786314,0.01931724,0.018495921,na,-0.015833354,0.013669471,0.011661776,-0.036190253,0.020229485,na,0.000925097,0.030814066,0.006632479,0.006295311,0.000372949,na,0.007222289,0.006050764,0.00545536,0.015485144,0.005905216,na,0.006868449,0.006343189,0.006784257,na,na,na,na,na,na,na,na,na,na,na,na
1995 OCT,0.007902525,0.016134368,0.019615537,na,-0.032042402,0.016890142,0.00659395,-0.020765276,0.017828506,na,-0.009430437,0.029107981,0.052532356,0.007586253,0.001726671,na,0.008671297,0.006985373,0.008273078,0.013971646,0.007251628,na,0.008178905,0.007513229,0.007769898,na,na,na,na,na,na,na,na,na,na,na,na
1996 JAN,0.006247312,0.00886823,-0.001584457,na,-0.027649308,0.02938422,0.013512887,0.013146294,0.002618209,0.017899884,-0.009929659,-0.021616351,0.035420956,0.006155194,0.010291451,na,0.006912081,0.004026704,0.004260978,0.00529691,0.006463535,0.006171143,0.006513263,0.006752937,0.006160938,na,na,na,na,na,na,na,na,na,na,na,na
1996 APR,0.00896058,-0.004573508,8.60E-06,na,0.003202344,0.024576626,0.010154696,0.037405039,-0.004470581,0.011981741,-0.011902844,-0.040076106,0.012238407,0.00950036,0.013628284,na,0.009090407,0.007440592,0.008645829,0.003505271,0.009802001,0.009422788,0.009310736,0.009845422,0.008950423,0.39,-0.01,na,-0.61,0.86,0.71,-0.66,0.48,na,-0.3,-0.02,0.75
1996 JUL,0.010125981,-0.006235785,0.006193442,na,0.017671688,0.018438003,0.005543595,0.034992432,-0.000896625,0.012777674,0.002494644,-0.021198817,0.019172298,0.010772672,0.012335406,na,0.009993546,0.009287302,0.011385522,0.005355541,0.010825428,0.010864117,0.010263687,0.010703755,0.010099562,0.5,-0.02,na,-0.68,0.88,0.79,-0.69,0.65,na,-0.05,-0.03,0.77
1996 OCT,0.002498328,-0.014066869,-0.000774864,na,0.025625339,0.005108726,-0.006921063,0.033180118,-0.015277587,0.007261843,-0.004468483,-0.010523583,-0.024402835,0.003150103,0.004413227,na,0.002048231,0.002193596,0.005063788,-0.003596152,0.003632253,0.003433122,0.002629409,0.002748845,0.002575958,0.69,0.47,na,-0.7,0.9,0.84,-0.58,0.76,na,0.14,0.03,0.85
1997 JAN,-0.009109332,-0.022776901,-0.019837789,-0.006928174,0.028771507,-0.006239113,-0.017545906,0.024711534,-0.023777163,-0.009335736,0.005402491,-0.014352498,-0.027833678,-0.008571511,-0.003561749,0.002510457,-0.009870502,-0.009433291,-0.006812223,-0.015978509,-0.008161416,-0.007761914,-0.00934343,-0.008999895,-0.009054134,0.7,0.62,na,-0.41,0.91,0.79,-0.29,0.8,na,0.06,-0.18,0.87
1997 APR,-0.006897824,-0.014672002,-0.014352675,0.014758541,0.023298297,-0.011528776,-0.01448206,0.024368405,-0.020641754,-0.016178596,-0.00320507,-0.013670776,-0.032827095,-0.006588966,-0.002959923,0.002949754,-0.007505089,-0.006514882,-0.00483358,-0.013305867,-0.005999352,-0.005039142,-0.006943615,-0.006758306,-0.006821147,0.68,0.83,na,-0.19,0.91,0.72,0.34,0.87,0.92,0.05,-0.75,0.88
1997 JUL,-0.0096715,-0.015278909,-0.019751122,-8.26E-05,0.036059242,-0.017600167,-0.019374914,0.026818721,-0.022756253,-0.014418984,-0.010071615,-0.005716072,-0.033813846,-0.009447973,-0.004524155,-0.001129625,-0.010614936,-0.008970975,-0.007039663,-0.01732703,-0.008806419,-0.007776433,-0.009645244,-0.009732753,-0.009599036,0.71,0.77,na,0.03,0.93,0.67,0.42,0.85,0.93,0.06,-0.73,0.87
1997 OCT,-0.00342917,-0.011413363,-0.013735218,0.018384679,0.046136928,-0.011690241,-0.0085718,0.027054609,-0.013267017,-0.007880625,-0.020518028,-0.002304431,-0.024047078,-0.003116076,0.001765459,0.003606077,-0.004464002,-0.002686421,-0.002028777,-0.009846063,-0.002764571,-0.001415027,-0.003112536,-0.003436763,-0.003366018,0.54,0.61,na,0.13,0.9,0.51,0.1,0.69,0.89,0.16,-0.55,0.76
1998 JAN,-0.009647444,-0.013835392,-0.013170414,-0.028325354,0.020217637,-0.022294581,-0.010373864,0.007771681,-0.016144429,-0.010746784,-0.016363497,-0.01168966,-0.070593223,-0.009481738,-0.007694875,-0.003349562,-0.010267358,-0.008478723,-0.009444622,-0.013262352,-0.009192519,-0.007669358,-0.009509288,-0.009594914,-0.009468032,0.04,0.05,na,0.18,0.71,-0.03,-0.43,0.15,0.71,-0.15,-0.15,0.24
1998 APR,-0.009114258,-0.012324059,-0.012950929,-0.008770824,-0.036488557,-0.017280908,-0.006274724,0.005968389,-0.018289495,-0.00782641,-0.008214197,-0.003128084,-0.04458262,-0.008987496,-0.007057917,-0.004200278,-0.008549777,-0.008356225,-0.009882399,-0.01227769,-0.008480003,-0.007204918,-0.009110632,-0.009216129,-0.009006154,0.39,-0.53,0.66,0.09,0.29,-0.22,-0.85,0.39,0.29,-0.2,0.16,0.43
1998 JUL,-0.008719595,-0.011400662,-0.010720706,-0.009966749,-0.009793995,-0.014140441,-0.004975687,-0.003902372,-0.016077363,-0.009228905,-0.003374422,0.003464381,-0.052025636,-0.008614326,-0.007558903,-0.004829721,-0.008695933,-0.008212116,-0.009734833,-0.009690224,-0.008199005,-0.006810108,-0.008796802,-0.008943245,-0.008587696,0.73,-0.13,0.7,0.1,0.57,0.14,-0.75,0.67,0.62,0.08,0.09,0.68
1998 OCT,-0.006929019,-0.013113012,-0.007576141,-0.056847208,-0.00171973,-0.008800161,-0.00282551,-0.002981826,-0.012233715,-0.008414796,-0.000483988,0.001891865,-0.057824924,-0.006690864,-0.006430378,-0.003341955,-0.007039508,-0.006753917,-0.008042694,-0.007749453,-0.006539778,-0.005106893,-0.007028108,-0.00708897,-0.006773955,0.87,0.3,0.63,-0.12,0.76,0.55,-0.64,0.85,0.83,0.44,0.57,0.79
1999 JAN,-0.006768261,-0.010281678,-0.003886158,-0.025571541,0.021788454,-0.009053944,-0.00616546,-0.01405208,-0.007380765,-0.004298827,0.00829978,0.000597924,-0.011633427,-0.006633127,-0.007919479,-0.004438345,-0.007381533,-0.00654155,-0.006929716,-0.005184926,-0.006688161,-0.005243979,-0.007027927,-0.006901616,-0.006749196,0.9,0.57,0.67,-0.2,0.81,0.82,-0.4,0.91,0.9,0.45,0.61,0.81
1999 APR,-0.008244115,-0.005900148,-0.005556265,-0.050002115,0.019127098,-0.009185409,-0.007027228,-0.017181963,-0.007438635,-0.004750776,0.004820048,-0.000724904,0.010669149,-0.008334142,-0.009324147,-0.006351858,-0.008835383,-0.008138098,-0.00857279,-0.006326325,-0.008259012,-0.006968116,-0.00847022,-0.008382372,-0.008298928,0.95,0.82,0.63,-0.39,0.87,0.94,-0.22,0.96,0.96,0.72,0.73,0.84
1999 JUL,-0.005102849,0.000772074,-0.000656045,0.005512749,0.010889157,-0.008943317,-0.004863743,-0.016071136,-0.005076179,-0.000985011,-9.18E-05,-0.005802687,0.030256803,-0.00532912,-0.006994497,-0.004614887,-0.005449796,-0.004695986,-0.005166576,-0.002764603,-0.005066812,-0.004092418,-0.005183018,-0.005081327,-0.005210863,0.96,0.67,0.68,-0.45,0.92,0.94,0.18,0.96,0.94,0.75,0.77,0.81
1999 OCT,-6.79E-05,0.010249363,0.003538241,0.005406598,0.012332013,-0.008123376,-0.001005924,-0.006297314,0.002852493,0.004892388,0.001193143,-0.00228945,0.041289697,-0.000465785,-0.001587154,-7.53E-05,-0.00033824,0.000775995,0.000186911,0.001232261,-0.000229527,0.000657991,-8.11E-05,-1.78E-05,-0.000196543,0.82,0.77,0.71,-0.75,0.94,0.93,0.69,0.97,0.94,0.58,0.84,0.63
2000 JAN,0.003651008,0.014361645,0.006562781,0.004102625,-0.007689583,-0.000431772,0.005261953,-0.005782771,0.008237106,0.005467706,0.014047083,0.011221281,0.057512014,0.003237829,0.00243633,0.003253258,0.003889766,0.004114073,0.003214632,0.005635275,0.003372329,0.004226889,0.003464849,0.00350592,0.003479555,0.78,0.77,0.75,-0.87,0.94,0.93,0.81,0.98,0.9,0.52,0.88,0.42
2000 APR,0.005741442,0.01533976,0.008562177,0.014670016,-0.015508057,-9.33E-05,0.008567047,-0.002677347,0.011124334,0.012269022,0.005957988,0.005925526,0.04684693,0.00537121,0.004563568,0.004856049,0.006192873,0.006400259,0.004975156,0.007499171,0.005403566,0.005947211,0.00574342,0.005741489,0.00561086,0.7,0.74,0.77,-0.91,0.92,0.93,0.94,0.98,0.81,0.4,0.9,0.14
2000 JUL,0.006205637,0.013928031,0.004454073,0.010571278,-0.020945325,0.003899305,0.01080867,-0.00105643,0.01841199,0.011236373,0.014597779,0.014999602,0.052435864,0.00590769,0.00702794,0.00514953,0.006786189,0.006520841,0.004956038,0.007708216,0.005391325,0.00628385,0.006051563,0.006032476,0.00605649,0.49,0.6,0.69,-0.87,0.9,0.9,0.91,0.97,0.76,0.42,0.88,-0.12
